,coeff,gen_firsts_fitnesses,gen_firsts_predictions,hof_fitnesses,hof_predictions,hof_shape_means,hof_shape_vars,number_of_uniques_means,number_of_uniques_vars
0,0.756873144828,28.6308242533,19.0060094681,21.1556828324,16.0510264926,231.5,54.45,149.6,20.04
1,0.000235365635566,22.1507447763,20.2257457695,11.8085960296,24.6589473992,238.1,107.69,152.4,38.84
2,-0.243920846844,13.9932670156,11.9114769417,8.55931555478,15.7433033151,238.1,228.69,149.4,42.44
3,-0.085200269042,16.1147849431,17.3088844069,10.3233906019,19.4339365276,242.5,102.85,151.5,40.85
4,0.158859891941,12.5444324381,16.9356590352,8.56608948798,18.1161685005,234.8,188.76,147.4,29.04
5,-0.479456265235,23.0829496913,11.5277344368,12.8279445465,10.1679392143,234.8,140.36,150.4,37.24
6,-0.0399497161496,19.1683094212,13.585298678,12.9152775458,15.0319840506,233.7,73.81,149.6,38.24
7,0.042945740229,21.9269384196,20.0781973546,15.5193766476,21.973487436,235.9,228.69,147.9,20.49
8,-0.83144792632,17.9215151741,13.6496796002,10.6035045927,16.2629162904,231.5,102.85,151.4,24.04
9,-0.83105045878,13.403826847,19.7797366279,8.98583966435,28.2231507026,234.8,91.96,149.5,41.85
10,-0.29998517229,21.4701420371,13.7120796766,13.9205175973,20.9800637529,228.2,237.16,146.9,31.09
11,0.704350884973,17.1599784347,18.9999376726,9.89459686062,13.4650040522,238.1,59.29,150.7,50.41
12,-0.597142134978,17.6895779409,19.3168898536,9.37629516669,22.2345306697,232.6,101.64,147.0,41.4
13,0.0827202637079,14.7672177986,14.1583137704,8.642257053,14.8074341528,234.8,212.96,146.4,61.04
14,0.781274430936,20.0523618167,10.2437539663,13.8724207004,11.2188554656,238.1,204.49,150.9,58.09
15,-0.0263568460609,10.5008000972,22.8703872958,6.45255791349,21.4530244134,240.3,170.61,148.6,49.04
16,0.212127049665,21.2736913888,17.5686710194,12.5016934901,13.6293171529,229.3,49.61,146.5,22.65
17,0.771347244284,12.7767343107,25.5878660339,8.37372675748,24.2902839825,237.0,48.4,147.8,35.76
18,0.520025161067,14.1269854297,9.52173997534,8.77303506278,10.8942256555,232.6,77.44,149.0,16.6
19,-0.512094330395,24.2387621409,20.7380018784,13.4928574306,22.8693981971,239.2,43.56,150.3,29.41
20,-0.478049366384,20.5536109251,20.4098763547,13.473000935,19.5593379161,239.2,67.76,151.5,45.25
21,-0.117318463077,9.84483085221,24.0452310676,6.03441067192,23.9949300404,233.7,122.21,148.7,24.41
22,0.0720169715476,15.8121385337,21.684524556,9.80744470951,24.2761044224,231.5,127.05,148.6,43.84
23,-0.339499140381,7.95182016149,16.4299296958,6.08864235161,18.8924777974,230.4,77.44,146.4,29.24
24,0.720378046027,14.4868108589,22.9940673785,8.75746704321,15.6124444938,239.2,212.96,152.4,48.64
25,0.437455715916,14.1241068703,12.0595183839,8.18225181586,12.59293944,228.2,140.36,148.7,25.21
26,0.421000585393,21.3554900357,23.8940028824,13.9146657877,26.0093049793,237.0,72.6,149.5,24.25
27,-0.341663728915,15.9610674628,19.6811933308,10.1278927391,18.7555056223,233.7,170.61,148.0,44.8
28,-0.31929682432,23.2021382929,12.8111312806,13.1454931871,12.3089114007,240.3,146.41,152.0,45.4
29,0.586132918953,22.5464976784,22.2366853376,14.908384934,18.0428089089,238.1,59.29,150.0,28.4
30,0.0416456999928,18.1554870804,15.8735443786,12.1626840449,10.9749962362,240.3,364.21,149.1,137.89
31,-0.212012976176,14.8751896951,31.1800832336,8.44082960872,31.725646078,227.1,107.69,143.6,53.24
32,0.72090700014,17.0578204326,15.9497150317,11.2127812662,14.3784856183,237.0,72.6,148.2,40.56
33,-0.634533789164,18.0008550655,17.6624955967,11.5373833659,21.4704171899,240.3,73.81,150.5,30.05
34,0.119229397703,20.5906123523,20.7850024392,12.6770534758,18.9206397702,237.0,193.6,148.0,35.2
35,0.878617788283,13.2842406163,20.0319839025,7.99404942188,17.8861429188,239.2,358.16,147.9,92.49
36,-0.0761961916882,24.2970857712,27.0116891589,14.2692704685,27.2280324841,241.4,77.44,148.7,26.01
37,0.460591064217,17.1245563086,29.3350908963,12.2280925377,25.7720498099,237.0,169.4,149.8,43.36
38,-0.618274815317,13.8560388135,26.6892236465,7.62096890248,26.1740425317,233.7,194.81,149.2,27.96
39,-0.851503785487,21.9345953684,16.8941453711,12.3450528324,25.5745404176,237.0,193.6,149.6,89.64
40,-0.230832898848,12.4092582343,24.2542783307,8.00280233226,26.6072983887,232.6,125.84,146.8,30.96
41,0.81067605233,21.5522617971,18.4397703204,12.8764695631,13.7339761236,229.3,243.21,144.8,62.56
42,-0.0571214532339,25.9056214929,21.915267316,18.6643624704,18.595403442,238.1,35.09,148.7,31.81
43,0.317447662541,19.1980372812,20.2381373066,10.7181227187,20.5334661151,234.8,164.56,149.5,52.25
44,0.502258875659,16.8020099195,15.4813713836,9.12929818245,12.6900058305,233.7,170.61,148.8,27.56
45,-0.848860895553,16.6462707312,17.0090321588,7.89004580645,18.3582076953,243.6,53.24,151.1,7.49
46,-0.24547841888,18.0714284047,17.8416390119,10.8909837052,19.9977697232,234.8,67.76,151.6,22.84
47,-0.396400037754,19.1986326525,15.2313134982,11.9181801497,18.4165334036,240.3,146.41,151.6,52.64
48,0.813571802796,21.6122260384,13.5279487673,15.4959266345,12.2404197075,237.0,96.8,149.8,94.96
49,0.506362083044,17.9212382383,20.1632677181,10.872389117,12.37562402,238.1,59.29,149.0,17.2
50,0.313178351534,19.7542097851,26.5918939329,12.4887024945,21.5856242944,232.6,125.84,147.3,52.61
51,-0.700185451847,21.6230845528,13.3074330992,13.3155196111,14.5495194826,237.0,72.6,149.0,44.2
52,-0.485014448261,21.0894013155,14.2609326126,12.0239066356,14.8490230944,233.7,267.41,148.0,33.2
53,0.488420672694,18.5822924997,24.6372405381,12.126433873,20.2789134004,241.4,101.64,153.2,33.16
54,0.641979728602,20.3532010771,12.9319867387,14.5869767559,11.8298156435,240.3,73.81,151.9,28.89
55,0.624956595631,13.5733579835,17.7560781824,7.63078305722,14.0584573489,241.4,174.24,148.9,48.09
56,-0.194136120734,17.4772778593,16.3481493413,10.2549535597,15.1837893422,238.1,107.69,151.4,20.44
57,0.145881104014,19.2739213193,16.8272809945,12.4016906917,11.7421169369,237.0,96.8,148.4,23.24
58,0.835208438359,14.0136141167,22.5832602002,7.88040329296,18.4986620673,243.6,125.84,151.8,46.56
59,-0.0413716342574,19.5063660539,29.4666540999,10.9259101805,26.4340611656,233.7,98.01,149.3,29.81
60,-0.839592456517,18.2910867739,16.3433944772,9.95100781234,17.0218805224,239.2,140.36,149.8,45.76
61,0.03176174348,12.9141734875,13.0684965922,8.99611827845,15.9888460153,235.9,59.29,150.3,25.61
62,-0.365237686027,13.895903937,23.2244613811,8.72243814024,22.1138677206,234.8,164.56,150.1,28.89
63,0.657831152681,15.763553596,13.3954339242,10.1076912943,8.915561873,232.6,271.04,147.2,87.36
64,0.634846762026,12.1391754991,11.684961445,6.52161861887,11.3587226929,241.4,29.04,149.4,46.24
65,0.829273280699,14.9119026541,14.1662625596,9.87617547918,12.5427036358,239.2,91.96,149.3,29.61
66,-0.283379768114,12.9060988705,22.7505194809,8.34079289633,21.1144368428,245.8,188.76,151.4,31.44
67,0.294299667304,22.0804896257,13.9625470576,15.0485807982,17.0171026911,235.9,35.09,151.8,25.76
68,0.639458284428,19.3047864224,19.2745163138,12.8657705424,16.9558898213,235.9,107.69,148.2,54.56
69,-0.364775838885,16.9570902908,19.6989125116,11.8983815708,19.7403788982,239.2,116.16,151.0,36.0
70,0.284739232936,19.1032486245,17.1186163184,11.1049436358,21.3133799706,240.3,122.21,150.1,22.09
71,0.566482751864,18.8695444257,24.8830980906,13.0728700778,21.0296729242,234.8,91.96,146.1,16.29
72,0.386581767107,21.419258484,15.0245198213,16.3457756231,12.4729785927,238.1,156.09,151.9,22.89
73,0.485094534076,23.1985163096,19.3900713933,16.0177227188,20.249624844,238.1,107.69,148.6,15.44
74,-0.00522314140961,8.3983404054,26.1215919905,4.77036190904,26.1778606885,235.9,107.69,151.7,63.21
75,-0.46508721845,14.7276167184,20.2996875017,8.5681224787,18.9965925935,239.2,140.36,150.5,23.05
76,0.311682388644,17.6536290487,32.8166338231,13.0206230407,24.5737479715,239.2,188.76,151.1,31.49
77,0.501210543295,15.3900874925,18.2410813169,8.86071186374,17.8529521001,237.0,193.6,149.6,27.04
78,0.541675460961,18.9228875148,16.5218361209,12.0416431903,17.8435207419,232.6,101.64,148.5,45.85
79,-0.0291008546926,15.2129373718,18.8195976196,8.2493300579,20.6240669311,233.7,98.01,149.3,53.01
80,-0.55374755539,14.2346529098,18.9875553942,7.12451610379,21.8906871988,234.8,140.36,152.1,87.49
81,0.10573061436,23.5861090393,31.7640629645,15.9392929969,31.673564079,235.9,252.89,148.6,64.24
82,0.56715677425,15.5913876399,25.9107196934,8.49613681778,25.198253978,232.6,77.44,148.1,29.49
83,-0.582679168543,19.2217203496,17.3842234265,10.4038391768,18.1263596536,233.7,194.81,148.1,46.49
84,0.407957099167,18.5892616959,31.3010050674,12.5813315765,23.8320051037,235.9,83.49,146.2,26.16
85,-0.165862839076,17.7497198894,36.3308860546,10.5780936643,33.4285855941,245.8,164.56,153.2,86.16
86,0.616781841065,16.0156827442,21.5506204961,9.841445917,19.664823683,239.2,43.56,152.6,32.24
87,-0.179948156535,21.1939347031,13.6873007335,11.7151672833,11.6146606086,230.4,150.04,145.5,13.45
88,0.830864394452,23.1586569375,14.8078170123,14.3796497053,9.81902290569,231.5,54.45,147.5,36.65
89,0.413597826579,14.6709891459,56.1467675348,10.3172179856,35.6192847798,238.1,180.29,151.4,57.04
90,0.409309167543,33.9548555954,17.9768244625,21.3860732301,18.3183927579,241.4,101.64,151.8,29.56
91,0.110325604856,20.5833163642,13.1143248562,10.521646878,10.1907243981,240.3,170.61,151.7,36.81
92,-0.221796791341,25.8238202845,10.8774903636,17.6264312412,9.41712571385,234.8,140.36,148.1,30.49
93,0.730346589663,19.0885286568,16.224519013,10.1566868129,11.97478621,230.4,246.84,148.0,29.4
94,0.765205249817,25.2019646733,22.622433867,12.9190981632,16.2178948591,242.5,465.85,148.7,76.81
95,0.340896647861,21.1020283945,24.5126432696,12.0366940472,24.2322321629,242.5,272.25,150.6,90.44
96,-0.485740147738,17.6538456715,15.8786041884,11.6114129663,19.6446426172,232.6,77.44,147.8,36.76
97,0.869591472861,15.2057427589,24.8867468347,7.94323686024,20.2428126791,239.2,67.76,147.9,22.89
98,0.0929940364884,21.4155602446,19.1214318337,12.5254855134,20.3154982867,242.5,78.65,151.2,10.76
99,0.683977640061,15.8260301645,23.187284496,9.82657317183,19.4455829849,234.8,140.36,148.3,31.21
